"","addrpct","perc_142007","perc_142008","perc_142009","perc_142010","perc_242007","perc_242008","perc_242009","perc_242010","perc_272007","perc_272008","perc_272009","perc_272010","perc_282007","perc_282008","perc_282009","perc_282010","perc_452007","perc_452008","perc_452009","perc_452010","perc_582007","perc_582008","perc_582009","perc_582010","perc_622007","perc_622008","perc_622009","perc_622010","perc_722007","perc_722008","perc_722009","perc_722010","perc_742007","perc_742008","perc_742009","perc_742010","perc_772007","perc_772008","perc_772009","perc_772010","perc_852007","perc_852008","perc_852009","perc_852010","perc_92007","perc_92008","perc_92009","perc_92010","perc_952007","perc_952008","perc_952009","perc_952010"
"319",25,15.1060358890701,3.11856428361283,1.42372881355932,3.87553041018388,10.0163132137031,15.9164460135334,20.8135593220339,18.8684582743989,5.77487765089723,7.76699029126214,13.7966101694915,19.8868458274399,12.8221859706362,26.8314210061783,17.864406779661,13.6633663366337,21.2071778140294,25.0073551044425,21.5254237288136,13.5502121640735,0.358890701468189,0.50014710208885,0.169491525423729,0.141442715700141,0.358890701468189,NA,0.0677966101694915,0.0565770862800566,NA,NA,0.0338983050847458,0.0282885431400283,0.522022838499184,0.264783759929391,0.23728813559322,0.622347949080622,0.163132137030995,0.0588408355398647,0.135593220338983,0.0565770862800566,27.1125611745514,14.7396293027361,18.8813559322034,19.038189533239,6.5252854812398,5.76640188290674,5.05084745762712,9.84441301272984,0.032626427406199,0.0294204177699323,NA,0.367751060820368
"331",26,3.55097365406644,5.47872340425532,3.39174674957603,8.9354424967935,13.0011454753723,5.47872340425532,6.89655172413793,5.85720393330483,5.84192439862543,5.42553191489362,8.53589598643301,7.01154339461308,9.22107674684994,4.9468085106383,4.97456189937818,3.84779820436084,23.7113402061856,20.531914893617,24.7032221594121,23.9418554938008,0.916380297823597,0.319148936170213,0.113058224985868,NA,NA,0.159574468085106,0.0565291124929339,0.0855066267635742,NA,NA,NA,NA,0.687285223367698,0.106382978723404,0.0565291124929339,NA,0.171821305841924,0.212765957446809,1.18711136235161,0.0427533133817871,35.1660939289805,49.4148936170213,39.9095534200113,38.8200085506627,7.44558991981672,7.81914893617021,10.0621820237422,11.0731081658829,0.286368843069874,0.106382978723404,0.113058224985868,0.384779820436084
"342",28,5.27131782945736,3.82387022016222,3.08324768756423,2.52100840336134,23.2558139534884,24.6523754345307,23.3984241178486,21.4963404716725,2.01550387596899,6.17033603707995,13.4977732100034,9.89428029276227,20.4341085271318,31.981460023175,22.0623501199041,10.3551097858498,18.5736434108527,9.58864426419467,8.80438506337787,15.668202764977,1.45736434108527,0.492468134414832,0.205549845837616,0.0542152344808891,0.0930232558139535,0.202780996523754,0.0342583076396026,0.0542152344808891,NA,NA,NA,NA,0.0930232558139535,0.173812282734647,0.102774922918808,0.108430468961778,0.0310077519379845,0.0289687137891078,0.0685166152792052,0.0271076172404446,23.0697674418605,18.8586326767092,24.3919150393971,34.941718622933,5.64341085271318,3.96871378910776,4.31654676258993,4.87937110328002,0.062015503875969,0.0579374275782155,0.0342583076396026,NA
"354",30,4.46131941148552,5.19074421513446,2.12904627416902,5.74443141852286,36.0702420503085,16.8855534709193,18.6182924179883,10.7463853067605,5.62411010915994,6.25390869293308,22.2029111449055,15.7092614302462,31.1580446131941,25.6410256410256,27.6124266782533,13.2864400156311,4.62743236829616,11.1944965603502,4.38844232022594,6.48690894880813,0.0237304224015187,0.0625390869293308,0.0217249619813165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0711912672045562,NA,0.0217249619813165,0.117233294255569,1.94589463692454,0.250156347717323,7.66891157940474,0.508010941774131,12.5533934504034,28.5178236397749,13.8388007820986,38.8432981633451,3.46464167062174,5.62851782363977,3.47599391701065,8.36264165689722,NA,0.375234521575985,0.0217249619813165,0.195388823759281
"364",32,17.1829622458858,5.17737296260786,5.04615384615385,6.29280821917808,22.7492739593417,19.4630872483221,14.9538461538462,12.1575342465753,14.1335914811229,18.9837008628955,24,22.1318493150685,13.891577928364,20.1342281879195,15.6307692307692,8.56164383561644,4.50145208131655,5.1294343240652,3.69230769230769,3.68150684931507,0.193610842207164,0.0479386385426654,0.184615384615385,0.0856164383561644,0.145208131655373,0.287631831255992,0.307692307692308,0.128424657534247,NA,NA,NA,0.0428082191780822,NA,NA,NA,0.128424657534247,0.193610842207164,0.287631831255992,2.76923076923077,0.299657534246575,19.9903194578896,20.5177372962608,20.6153846153846,31.7208904109589,7.01839303000968,9.9712368168744,12.8,14.7260273972603,NA,NA,NA,0.0428082191780822
"374",33,5.94154288452324,3.67243562684677,2.60814249363868,2.44150559511699,20.7954000958313,15.4495567750106,18.2569974554707,17.5483214649034,5.94154288452324,7.34487125369354,15.3944020356234,11.4445574771109,38.3325347388596,31.1101730688054,27.5445292620865,21.4649033570702,7.37901293723047,11.397214014352,9.16030534351145,12.410986775178,NA,0.168847615027438,NA,NA,0.766650694777192,0.295483326298016,NA,0.0508646998982706,NA,0.126635711270578,NA,NA,0.0479156684235745,NA,0.0636132315521628,NA,0.239578342117873,0.253271422541157,3.30788804071247,0.356052899287894,13.9434595112602,23.3853946813001,17.5254452926209,25.1780264496439,6.46861523718256,6.71169269734065,5.97964376590331,8.95218718209562,0.143747005270724,0.0844238075137189,0.159033078880407,0.152594099694812
"385",34,17.3189823874755,12.7309036445332,10.195734735612,11.2299465240642,12.2635355512068,13.8292561158263,13.3508618171195,9.24819125511167,4.66405740378343,5.89116325511732,13.9059304703476,13.0229631959736,30.2674494455316,34.9226160758862,18.6678352322524,10.7266435986159,7.95825179386823,7.73839241138293,8.6473853345019,10.7895564642969,0.260926288323549,0.17473789316026,0.0292141396435875,0.0314564328405159,0.0326157860404436,0.0998502246630055,NA,0.0314564328405159,NA,NA,NA,NA,0.489236790606654,0.124812780828757,0.0292141396435875,0.0943692985215477,0.163078930202218,0.0499251123315027,0.11685655857435,0.157282164202579,21.8199608610567,19.1462805791313,29.7107800175285,37.8735451399811,4.69667318982387,5.21717423864204,5.31697341513292,6.63730732934885,0.0652315720808871,0.0748876684972541,0.0292141396435875,0.157282164202579
"397",40,8.86169818316648,3.71779859484778,3.41450502911593,4.50430058850158,11.3088616981832,14.6077283372365,9.63472736897829,8.01267541874151,14.238042269188,15.3395784543326,9.23769190047644,11.0457220461747,12.0875046347794,13.3489461358314,12.5463208046586,11.3626075147125,10.0482017055988,9.74824355971897,11.2493382742192,13.8976912630149,0.0370782350760104,0.0585480093676815,NA,0.1584427342689,0.778642936596218,1.14168618266979,1.32345156167284,0.271616115889543,NA,NA,NA,NA,0.185391175380052,0.0292740046838408,0.0264690312334569,0.4753282028067,NA,0.0585480093676815,0.0794070937003706,0.0452693526482571,30.2558398220245,33.635831381733,43.4621492853362,36.6002716161159,12.1245828698554,8.28454332552693,8.97300158814187,13.5129017655048,0.0741564701520208,0.0292740046838408,0.0529380624669137,0.113173381620643
"408",41,7.9746835443038,7.3738680465718,8.417225950783,8.4008400840084,6.9620253164557,6.18369987063389,10.2069351230425,5.4005400540054,2.84810126582278,4.34670116429495,3.63534675615213,3.39033903390339,18.9873417721519,11.228978007762,8.50111856823266,6.72067206720672,11.1392405063291,6.0025873221216,7.04697986577181,8.16081608160816,0.316455696202532,0.0517464424320828,0.139821029082774,0.36003600360036,NA,0.0258732212160414,0.475391498881432,0.06000600060006,NA,NA,NA,NA,4.68354430379747,1.55239327296248,4.89373601789709,3.45034503450345,0.0632911392405063,NA,0.0279642058165548,0.12001200120012,39.9367088607595,56.895213454075,44.658836689038,50.1050105010501,7.08860759493671,6.33893919793014,11.996644295302,13.7713771377138,NA,NA,NA,0.06000600060006
"418",42,8.04321728691477,6.10859728506787,5.15806988352745,5.23131672597865,30.7322929171669,25.2828054298643,22.5180255130338,12.135231316726,12.484993997599,13.9140271493213,18.6910704381586,14.6975088967972,13.5654261704682,13.7443438914027,14.6422628951747,8.39857651245552,3.9015606242497,3.9027149321267,5.21353300055463,5.72953736654804,0.360144057623049,1.35746606334842,0.0554631170271769,0.0355871886120996,0.180072028811525,0.0565610859728507,0.7210205213533,0.177935943060498,NA,NA,NA,NA,0.720288115246098,0.622171945701357,0.277315585135885,0.533807829181495,0.0600240096038415,NA,0.166389351081531,0.213523131672598,19.3877551020408,26.4140271493213,20.7432057681642,40.711743772242,10.5042016806723,8.5972850678733,11.8136439267887,12.0996441281139,0.0600240096038415,NA,NA,0.0355871886120996
"430",43,5.24722502522704,4.68876313662086,5.78668683812406,11.6951788491446,17.5075681130172,8.9733225545675,9.07715582450832,7.52721617418351,28.9606458123108,18.4721099434115,17.7760968229955,19.3779160186625,6.81130171543895,6.6693613581245,6.95915279878971,5.19440124416796,3.83451059535822,3.92077607113985,7.52647503782148,4.69673405909798,0.70635721493441,0.282942603071948,0.226928895612708,0.0622083981337481,NA,0.282942603071948,0.075642965204236,0.0933125972006221,NA,NA,NA,NA,0.151362260343088,1.21261115602264,0.75642965204236,0.373250388802488,0.100908173562059,0.363783346806791,0.18910741301059,0.0622083981337481,25.933400605449,45.5941794664511,38.1996974281392,39.7822706065319,10.5449041372351,9.5392077607114,13.4266263237519,10.9486780715397,0.201816347124117,NA,NA,0.186625194401244
"441",44,5.08905852417303,4.739336492891,7.84632034632035,5.82643360932229,10.7888040712468,9.95260663507109,7.95454545454545,6.19441888991107,6.51399491094148,5.54502369668246,10.0108225108225,10.886231217418,24.0203562340967,20.9952606635071,15.9632034632035,5.12112848819381,14.3002544529262,10.1895734597156,13.7445887445887,6.71573137074517,NA,0.23696682464455,0.162337662337662,0.0613308800981294,0.101781170483461,0.0947867298578199,0.378787878787879,0.0919963201471941,NA,NA,0.0541125541125541,NA,0.101781170483461,0.0947867298578199,0.108225108225108,NA,NA,0.28436018957346,0.0541125541125541,0.0306654400490647,30.941475826972,39.0521327014218,33.5497835497836,54.032505366452,7.93893129770992,8.81516587677725,10.0649350649351,10.3649187365839,0.203562340966921,NA,0.108225108225108,0.674639681079424
"451",45,30.7080350039777,34.5114345114345,23.8951695786228,23.1684641130532,3.26173428798727,2.7027027027027,3.9054470709147,4.12792859799182,5.01193317422434,7.06860706860707,11.5621788283659,9.52026775753068,22.4343675417661,4.52182952182952,3.9568345323741,2.97508367422834,3.10262529832936,3.95010395010395,5.13874614594039,5.42952770546672,0.397772474144789,0.103950103950104,NA,NA,NA,0.051975051975052,0.154162384378212,0.0371885459278542,NA,0.051975051975052,NA,NA,0.159108989657916,0.103950103950104,0.154162384378212,0.223131275567125,NA,NA,0.102774922918808,1.63629602082559,23.7072394590294,39.033264033264,40.9044193216855,42.7296392711045,11.2171837708831,7.9002079002079,10.1233299075026,10.1152844923763,NA,NA,0.102774922918808,0.0371885459278542
"460",46,4.61229946524064,4.27299703264095,3.41040462427746,8.24697754749568,8.75668449197861,8.486646884273,4.33526011560694,3.75647668393782,9.95989304812834,8.4272997032641,8.72832369942197,9.2832469775475,8.82352941176471,7.95252225519288,7.34104046242775,6.60621761658031,14.8395721925134,9.85163204747774,14.5664739884393,7.64248704663212,0.53475935828877,0.237388724035608,0.46242774566474,NA,0.601604278074866,0.178041543026706,NA,0.474956822107081,NA,0.0593471810089021,NA,NA,0.53475935828877,0.29673590504451,0.0578034682080925,0.0431778929188256,0.0668449197860962,0.0593471810089021,0.751445086705202,NA,37.8342245989305,48.6646884272997,49.2485549132948,47.6252158894646,13.4358288770053,11.513353115727,11.0404624277457,16.1917098445596,NA,NA,0.0578034682080925,0.129533678756477
"471",47,11.9884448724121,9.20084121976866,8.41020075963104,10.1837902982826,10.3996148290804,9.20084121976866,7.10797612588171,8.22536908707442,14.1068849301878,14.5110410094637,12.9679869777537,25.1581801747514,11.4588348579682,12.9337539432177,7.37927292457949,4.85085869237722,6.35532017332691,9.2534174553102,8.95279435702659,9.12925579993974,0.192585459797785,0.315457413249211,0.596852957135106,0.120518228382043,0.674049109292248,NA,0.162778079218665,0.692979813196746,0.0481463649494463,NA,0.32555615843733,NA,2.21473278767453,1.62986330178759,1.35648399348888,1.1147936125339,0.433317284545017,0.210304942166141,NA,NA,29.8988926336062,32.1766561514196,40.0976668475312,30.3404639951793,12.2291766971594,10.5678233438486,12.6424308193163,10.1536607411871,NA,NA,NA,0.0301295570955107
"483",48,11.2756264236902,10.1744186046512,4.43548387096774,6.30841121495327,11.8451025056948,17.7325581395349,10.9879032258065,8.72274143302181,4.21412300683371,7.55813953488372,6.1491935483871,7.78816199376947,9.56719817767654,11.531007751938,12.3991935483871,9.65732087227414,12.7562642369021,8.23643410852713,8.97177419354839,10.2803738317757,0.227790432801822,0.290697674418605,0.100806451612903,0.389408099688474,0.227790432801822,0.193798449612403,NA,0.778816199376947,NA,NA,NA,NA,1.36674259681093,1.06589147286822,1.31048387096774,4.98442367601246,NA,NA,0.100806451612903,0.155763239875389,38.2687927107062,32.5581395348837,43.5483870967742,42.1339563862928,10.250569476082,10.562015503876,11.9959677419355,8.72274143302181,NA,0.0968992248062016,NA,0.0778816199376947
"493",49,16.4107485604607,8.03683549602344,22.8550829127614,22.3529411764706,8.6852207293666,2.09292591042277,3.71304974765681,4.28035043804756,13.9635316698656,15.7388028463792,8.86806056236482,15.4693366708385,5.75815738963532,3.30682293846798,2.81182408074982,6.68335419274093,4.55854126679463,4.26956885726245,4.65032444124009,4.6558197747184,0.431861804222649,0.125575554625366,0.180245133381399,NA,0.239923224568138,0.586019254918376,0.108147080028839,0.200250312891114,NA,NA,NA,NA,0.191938579654511,0.46044370029301,NA,0.150187734668335,NA,0.167434072833822,0.108147080028839,0.125156445556946,43.5220729366603,59.3553788195898,48.5940879596251,36.4705882352941,6.23800383877159,5.86019254918376,8.11103100216294,9.61201501877347,NA,NA,NA,NA
"503",5,14.0377358490566,17.5243393602225,14.0714285714286,18.3688464364438,7.16981132075472,6.18915159944367,8.07142857142857,2.13078618662748,3.47169811320755,3.82475660639777,8.21428571428571,5.29022777369581,3.0188679245283,3.40751043115438,2.64285714285714,1.39603232916973,20.6037735849057,33.7969401947149,35.4285714285714,43.9382806759736,0.0754716981132075,NA,NA,0.14695077149155,NA,0.208623087621697,0.357142857142857,0.0734753857457752,NA,NA,NA,NA,1.35849056603774,0.764951321279555,0.285714285714286,0.220426157237326,0.452830188679245,0.0695410292072323,NA,0.14695077149155,32.6037735849057,15.2294853963839,16.8571428571429,14.1807494489346,15.5471698113208,18.4979137691238,13.9285714285714,13.2990448199853,1.66037735849057,0.486787204450626,0.142857142857143,0.808229243203527
"514",50,21.6836734693878,39.4658753709199,13.1495227995758,15.1461470327724,15.6887755102041,10.0890207715134,6.3626723223754,10.8060230292294,2.93367346938776,4.15430267062314,2.22693531283139,6.46589902568645,13.7755102040816,5.44015825914936,0.742311770943796,1.6829052258636,13.7755102040816,7.22057368941642,19.1940615058325,17.2719220549159,NA,0.39564787339268,0.106044538706257,NA,NA,NA,NA,0.0885739592559787,NA,NA,0.212089077412513,NA,NA,0.0989119683481701,NA,NA,0.127551020408163,NA,0.106044538706257,0.0885739592559787,22.3214285714286,19.8813056379822,46.4475079533404,30.1151461470328,9.69387755102041,13.0563798219585,11.4528101802757,18.3348095659876,NA,0.19782393669634,NA,NA
"522",52,10.2055800293686,14.1696292534281,8.1089445991953,10.7774578362814,7.34214390602056,6.80548501777552,6.31383472609099,6.37597696421226,14.6842878120411,6.9070594210259,8.13989476942123,6.86960098724805,6.5345080763583,7.56729304215338,4.42587434230888,5.71781160016454,13.7298091042584,12.6968004062976,13.6490250696379,11.559029206088,0.367107195301028,NA,NA,0.123406005758947,0.146842878120411,0.304723209751143,0.0928505106778087,0.452488687782805,0.0734214390602056,NA,NA,NA,0.66079295154185,0.964956830878619,0.773754255648406,1.43973673385438,0.367107195301028,0.253936008125952,0.278551532033426,0.0411353352529823,33.7004405286344,36.4652107668867,46.3943051686784,34.841628959276,12.1145374449339,13.7633316404266,11.7920148560817,21.7194570135747,0.0734214390602056,0.101574403250381,0.0309501702259362,0.0822706705059646
"535",6,7.59734093067426,22.2375057313159,16.8904593639576,20.0827205882353,9.25925925925926,5.13525905547914,5.4416961130742,4.87132352941176,2.23171889838556,1.19211370930766,4.09893992932862,2.20588235294118,7.45489078822412,7.29023383768913,6.28975265017668,5.19301470588235,20.7502374169041,24.3466299862448,26.5017667844523,36.4430147058824,7.73979107312441,3.71389270976616,2.19081272084806,0.827205882352941,0.332383665716999,NA,NA,0.0919117647058823,NA,NA,0.141342756183746,NA,16.1443494776828,7.01513067400275,7.98586572438163,3.81433823529412,0.189933523266857,0.596056854653829,0.141342756183746,0.367647058823529,19.7530864197531,18.2026593305823,20.6360424028269,16.4522058823529,8.35707502374169,10.2246675836772,9.46996466431095,9.32904411764706,0.189933523266857,0.0458505272810637,0.212014134275618,0.321691176470588
"547",60,10.5263157894737,11.5134950461223,10.7483831228827,12.1126094156612,16.7328699106256,12.230953194397,12.1958731136434,7.85427016796783,10.6752730883813,12.3334472155791,12.4114567292886,9.60492074757511,12.5124131082423,7.96036897847626,8.99291653834309,6.19824934942039,6.55412115193644,8.98530919029723,6.68309208500154,16.2290040217648,NA,0.136658694909464,0.0923929781336618,0.0473148805299267,0.099304865938431,0.341646737273659,0.153988296889436,0.0473148805299267,NA,NA,NA,NA,3.02879841112214,2.39152716091561,1.26270403449338,0.449491365034303,0.0496524329692155,0.136658694909464,0.0307976593778873,0.0473148805299267,25.8689175769613,33.2763922104544,35.6020942408377,39.2003785190442,13.9523336643496,10.6935428766655,11.8263012011087,8.04352969008753,NA,NA,NA,0.165602081854743
"557",61,28.3154121863799,35.6898517673888,28.3075889858966,29.0716881400727,15.8900836320191,6.01482326111745,5.03693754197448,5.68219359101421,7.48705694942254,7.55416191562144,5.23841504365346,6.8384539147671,7.64635603345281,4.0193842645382,4.63398253861652,8.09382226627023,3.26563122262047,2.96465222348917,8.29415715245131,6.17773372976544,NA,0.0285062713797035,NA,0.0330360092500826,0.0796495420151334,0.0285062713797035,0.0335795836131632,NA,0.0398247710075667,NA,NA,NA,NA,0.0570125427594071,0.0335795836131632,0.0991080277502478,NA,0.0285062713797035,NA,NA,25.0099561927519,36.345496009122,40.2619207521827,36.1744301288404,12.2660294703305,7.18358038768529,8.15983881799866,7.73042616451933,NA,0.0855188141391106,NA,0.0991080277502478
"566",62,41.0888785481619,29.574555968608,19.9281370923162,39.8410896708286,4.93252675663099,3.80008261049153,4.03537866224433,5.1835035944003,0.884132154490461,0.826104915324246,1.02266445550028,1.32425274309497,2.18706375058167,1.40437835605122,1.38197899391929,2.4214907302308,3.81572824569567,4.62618752581578,4.25649530127142,5.10783200908059,NA,0.0413052457662123,NA,NA,0.0465332712889716,0.0413052457662123,NA,NA,0.0930665425779432,NA,0.0829187396351575,NA,NA,NA,NA,NA,0.186133085155886,0.123915737298637,0.0552791597567717,0.0378357926598562,34.0158213122382,53.696819496076,63.4328358208955,41.1275066212637,12.5174499767334,5.86534489880215,5.80431177446103,4.95648883844117,0.232666356444858,NA,NA,NA
"577",63,29.8876404494382,23.6413043478261,21.2410501193317,33.3988212180747,1.94756554307116,1.90217391304348,3.97772474144789,0.851342501637197,8.91385767790262,5.88768115942029,9.6260938743039,7.26915520628684,2.02247191011236,1.72101449275362,3.89817024661893,2.2920759659463,1.64794007490637,6.15942028985507,4.93237867939539,5.4354944335298,0.0749063670411985,NA,NA,NA,NA,NA,0.397772474144789,NA,0.299625468164794,NA,NA,NA,NA,NA,NA,0.196463654223969,NA,0.181159420289855,NA,0.196463654223969,48.4644194756554,53.0797101449275,46.1416070007955,45.645055664702,6.74157303370786,7.42753623188406,9.78520286396181,4.71512770137525,NA,NA,NA,NA
"586",66,34.5981028457314,31.5398075240595,39.6859083191851,55.2860696517413,7.43884173739391,3.84951881014873,1.69779286926995,1.92786069651741,1.49775336994508,2.49343832020997,1.91001697792869,1.05721393034826,7.48876684972541,4.33070866141732,0.933786078098472,1.99004975124378,2.44633050424363,1.79352580927384,3.14091680814941,4.85074626865672,NA,NA,0.127334465195246,NA,0.0499251123315027,NA,0.0424448217317487,NA,NA,NA,NA,0.0621890547263682,NA,NA,NA,NA,NA,NA,0.127334465195246,0.124378109452736,31.2031952071892,34.7331583552056,33.9134125636672,19.9004975124378,15.2770843734398,21.259842519685,18.4210526315789,14.8009950248756,NA,NA,NA,NA
"594",67,27.0147559591373,23.7862097103223,27.7829529576153,24.7207382224381,5.56186152099886,4.12076703386373,2.65486725663717,2.16124332200097,25.255391600454,15.1774785801714,19.88821611551,21.2967459932006,3.34846765039728,3.10077519379845,4.96040987424313,2.67119961146187,2.49716231555051,6.32394940840473,3.35351653469958,2.59834871296746,0.0567536889897843,0.0407996736026112,NA,0.0971345313258863,0.567536889897843,0.244798041615667,0.0931532370749884,0.364254492472074,NA,0.0407996736026112,NA,NA,0.113507377979569,NA,0.0698649278062413,0.0485672656629432,0.170261066969353,0.122399020807834,0.0698649278062413,0.0485672656629432,23.3825198637911,37.2909016727866,30.4611085235212,33.9970859640602,12.0317820658343,9.66952264381885,10.6660456450862,11.996114618747,NA,0.0815993472052224,NA,NA
"605",68,38.1377551020408,57.837582625118,38.1679389312977,43.227899432279,5.80357142857143,1.55807365439093,4.15606446140797,5.75831305758313,1.33928571428571,2.54957507082153,4.58015267175572,4.0551500405515,6.50510204081633,5.52407932011331,8.5665818490246,5.6772100567721,5.80357142857143,2.31350330500472,5.00424088210348,4.13625304136253,NA,NA,0.169635284139101,NA,0.892857142857143,0.0472143531633617,NA,NA,NA,NA,NA,NA,0.0637755102040816,0.141643059490085,1.01781170483461,0.08110300081103,2.4234693877551,0.991501416430595,NA,NA,23.0229591836735,18.3663833805477,21.3740458015267,27.4128142741281,15.3061224489796,10.576015108593,16.9635284139101,9.57015409570154,0.701530612244898,0.0944287063267233,NA,0.08110300081103
"616",69,29.0352080475537,17.8354500276091,22.1604447974583,31.3392616545406,2.83493369913123,1.76697956929873,2.62112787926926,2.02101859337106,11.4769090077732,5.19050248481502,7.10881652104845,8.19186203179736,2.46913580246914,1.73937051352844,4.36854646544877,1.15871732686607,2.5148605395519,1.43567090005522,2.74027005559968,4.47318781999461,NA,NA,NA,NA,0.0914494741655235,NA,NA,0.377256804095931,NA,NA,NA,NA,0.0457247370827618,NA,NA,NA,0.0914494741655235,NA,0.436854646544877,0.0538938291565616,44.5816186556927,68.0287134180011,56.6322478157268,48.4774993263271,6.85871056241427,4.00331308669243,3.89197776012708,3.90730261385071,NA,NA,0.039714058776807,NA
"626",7,9.375,7.46561886051081,7.23646723646724,11.3833992094862,17.6609848484848,9.23379174852652,12.4786324786325,7.66798418972332,12.6893939393939,11.8369351669941,13.1623931623932,18.9723320158103,12.0738636363636,13.7524557956778,12.3646723646724,7.19367588932806,6.06060606060606,20.6286836935167,16.011396011396,12.2529644268775,0.0473484848484848,0.0491159135559921,0.056980056980057,NA,0.0946969696969697,0.245579567779961,0.170940170940171,0.158102766798419,0.0946969696969697,NA,NA,NA,0.378787878787879,0.0982318271119843,0.056980056980057,0.158102766798419,0.0946969696969697,0.0982318271119843,0.113960113960114,0.0790513833992095,31.4393939393939,22.9862475442043,26.4957264957265,22.2134387351779,9.89583333333333,13.6051080550098,11.8518518518519,19.5256916996047,0.0946969696969697,NA,NA,0.395256916996047
"639",70,19.902354968409,19.4194885970974,32.2506977924385,19.4476082004556,5.54279149913843,2.37272517853029,2.15681299162649,1.22437357630979,6.97874784606548,7.64800737157337,7.30778990104035,14.3223234624146,3.10166570936244,1.03662750518314,1.47170768840396,1.50911161731207,2.67087880528432,6.8878138677724,7.05404719614311,5.8371298405467,0.201033888569787,NA,NA,NA,0.143595634692705,NA,0.0761228114691703,0.0854214123006834,NA,0.0230361667818475,NA,NA,0.0287191269385411,NA,NA,0.113895216400911,0.0574382538770821,0.046072333563695,0.0253742704897234,0.0569476082004556,50.6318207926479,51.3476157567381,35.6254757675717,44.4760820045558,10.7409534750144,11.2186132227597,14.0319715808171,12.9271070615034,NA,NA,NA,NA
"650",71,31.9444444444444,21.152030217186,20.1078582434515,18.8285903375248,7.8042328042328,2.92728989612842,6.89522342064715,6.32031767041694,13.4920634920635,16.9971671388102,17.7580893682589,27.6307081403044,3.10846560846561,2.69121813031161,7.31895223420647,8.43812045003309,1.91798941798942,5.33522190745987,3.77503852080123,4.99669093315685,NA,0.0472143531633617,0.231124807395994,NA,0.0661375661375661,0.28328611898017,0.115562403697997,0.0330906684315023,NA,NA,NA,NA,NA,0.0472143531633617,0.0770416024653313,0.0992720052945069,NA,0.0944287063267233,NA,0.0992720052945069,33.5978835978836,35.9773371104816,35.1309707241911,25.5129053606883,8.06878306878307,14.3531633616619,8.59013867488444,7.90866975512905,NA,0.0944287063267233,NA,0.132362673726009
"658",72,42.141715503463,27.3536299765808,21.1682037768994,42.7720413026211,5.43420351624933,4.40281030444965,5.05050505050505,1.35027799841144,2.13106020245072,0.983606557377049,3.33772507685551,2.50198570293884,1.1720831113479,1.03044496487119,1.53711023276241,1.62827640984909,4.95471497069792,2.06088992974239,4.08432147562582,4.48768864177919,0.106553010122536,0.0936768149882904,NA,NA,0.106553010122536,0.0468384074941452,0.131752305665349,0.158856235107228,NA,NA,NA,NA,1.22535961640916,0.468384074941452,0.746596398770312,0.714853057982526,NA,NA,0.043917435221783,NA,27.9701651571657,53.3957845433255,53.5792709705753,38.7609213661636,14.7575919019712,10.1639344262295,10.320597277119,7.62509928514694,NA,NA,NA,NA
"668",73,12.7203343630747,11.9855182926829,7.28051391862955,8.7353742586953,6.17844811920771,5.90701219512195,4.54717218793299,4.68023721750281,21.8971470107214,18.0259146341463,9.67376243859428,12.7263984612919,6.05124477557696,5.94512195121951,3.47650837636982,3.75060105786184,2.34417590405234,4.85899390243902,2.68295755132888,3.91088315435166,0.181719062329638,0.209603658536585,0.0881723138934375,0.112197467542875,0.272578593494458,0.228658536585366,0.100768358735357,0.0480846289469466,NA,0.323932926829268,NA,NA,0.454297655824096,0.228658536585366,0.617206197254062,0.753325853502164,0.109031437397783,1.04801829268293,0.138556493261116,0.0961692578938932,41.7590405233509,44.6074695121951,66.8346139312256,58.6792755249239,7.97746683627112,6.63109756097561,4.54717218793299,6.36319923064594,0.0545157186988915,NA,0.0125960448419196,0.14425388684084
"680",75,16.4202162877952,19.6777576508723,18.9576322374666,11.20485354062,7.2390200838667,3.57517399180093,3.45154888256105,2.69219831263627,13.2090046347385,5.92048813042235,8.69790318405384,10.27585553133,6.02516000882807,3.87072170845648,3.15816722754336,2.36989288084179,1.26903553299492,2.80293640957193,1.76028993010614,2.11394444971087,0.110350915912602,0.0286013919344075,0.0345154888256105,0.0189591430467343,0.132421099095122,0.0476689865573458,0.138061955302442,0.0853161437103043,0.0220701831825204,0.0381351892458766,NA,0.00947957152336714,0.915912602074597,1.01058251501573,0.793856242989041,0.966916295383449,0.0662105495475612,0.467156068261989,0.155319699715247,0.0758365721869372,48.2012800706246,56.3066069215368,54.9745448269911,62.536733339653,6.35621275656588,6.25417103632377,7.8781603244456,7.62157550478718,0.0331052747737806,NA,NA,0.0284387145701014
"693",76,30.3169734151329,38.7465510445408,34.0352385045123,25.7142857142857,17.7402862985685,15.5301537248719,14.3102707348517,11.4739229024943,7.77096114519427,10.524241229799,12.1186076493339,13.6054421768707,17.0756646216769,13.4410721324399,17.6622260421143,12.562358276644,1.73824130879346,1.37958218368151,1.71895143962183,4.12698412698413,NA,0.0394166338194718,NA,0.136054421768707,0.562372188139059,0.157666535277887,0.171895143962183,0.0453514739229025,NA,NA,NA,NA,0.664621676891616,0.86716594402838,0.644606789858187,0.498866213151927,NA,0.0394166338194718,NA,NA,18.0981595092025,13.953488372093,14.1813493768801,24.5804988662132,4.85685071574642,4.84824595979503,4.81306403094113,6.80272108843537,1.1758691206544,0.472999605833662,0.343790287924366,0.453514739229025
